MIBiG name	MIBiG SMILES	MIBiG Inchikey	MIBiG BGC ID	NPAID	NPA name	Curated name	Curated SMILES	Curated Source Database ID	Curated doi	Curated origin	Notes
FR901464	C[C@H]1C[C@H]([C@H](O[C@H]1C/C=C(\C)/C=C/[C@@H]2[C@H]([C@@]3(C[C@@](O2)(C)O)CO3)O)C)NC(=O)/C=C\[C@H](C)OC(=O)C	PJKVJJDQXZARCA-QHYZBLTGSA-N	BGC0000995	NPA015806	FR901464						
frontalamide B	O=C(NCCC(O)C1C(O)=C(C(/C=C/2)=O)C(N1)=O)/C=C\\C[C@H]([C@]3([H])[C@]4([H])[C@@]5([H])[C@@](C[C@H](C=C)[C@@H]5C)([H])C3)[C@H]2CC4=O	UYHAPWHCOYGBND-RLCDWEJWSA-N	BGC0000996								
glidobactin	CCCCCCC/C=C/C=C/C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H]1C[C@H](CCNC(=O)/C=C\[C@@H](NC1=O)C)O	TYGJUQYJMIOZLZ-QQXADAIISA-N	BGC0000997								
guadinomine			BGC0000998								
heat-stable antifungal factor			BGC0000999								
hectochlorin	C[C@H]1[C@@H](OC(=O)C2=CSC(=N2)[C@H](C(OC(=O)C3=CSC(=N3)[C@@H](OC1=O)C(C)(C)O)(C)C)OC(=O)C)CCCC(C)(Cl)Cl	USXIYWCPCGVOKF-NOENWEJRSA-N	BGC0001000	NPA011115	Hectochlorin						
Jamaicamide	C[C@H]1C=CC(=O)N1C(=O)/C=C(\CCNC(=O)CC/C=C/C(C)CC/C(=C/Cl)/CCCC#CBr)/OC	NAIKIJSSBJHCBL-VIPNTUGYSA-N	BGC0001001	NPA013036	Jamaicamide A						
Jamaicamide B	C[C@H]1C=CC(=O)N1C(=O)/C=C(\CCNC(=O)CC/C=C/C(C)CC/C(=C/Cl)/CCCC#C)/OC	KZVHAGNFWJIOMX-YIEYWENTSA-N	BGC0001001	NPA000374	Jamaicamide B						
jamaicamide C	C[C@H]1C=CC(=O)N1C(=O)/C=C(\CCNC(=O)CC/C=C/C(C)CC/C(=C/Cl)/CCCC=C)/OC	PRVBXXHHHXSICY-YIEYWENTSA-N	BGC0001001	NPA001111	Jamaicamide C						
jawsamycin			BGC0001002			jawsamycin	C[C@@H]1C[C@H]1/C=C\[C@H]2C[C@@H]2[C@@H]3C[C@H]3[C@H]4C[C@H]4[C@@H]5C[C@@H]5/C=C/C=C/C(=O)NC[C@H]6[C@@H]([C@H]([C@@H](O6)N7CCC(=O)NC7=O)O)O	101991492			
alpha-lipomycin	CC(C)C(O[C@H]1C[C@H](O)[C@H](O)[C@@H](C)O1)C(C)\\C=C(C)\C=C\C=C\C=C\C=C\C(=O)C1=C(O)C(CCC(O)=O)N(C)C1=O	ALLWPCYJUTZQBK-JGYQNBBASA-N	BGC0001003								
lobophorin B	C/C/1=C\CC[C@@]2([C@H](O2)CC/C(=C/[C@@H]3C(=C(CO3)COC(=O)C)CC1)/C)C	TXHSJFIFLNLZSW-RPQIXLEKSA-N	BGC0001004	NPA011650	Lobophorin B						
locillomycin			BGC0001005								
lymphostin	NC1=C(N=C2)C(C2=CC(C(/C=C/OC)=O)=N3)=C3C(NC(C)=O)=C1	HQPIKMNKCMXJQC-ONEGZZNKSA-N	BGC0001006	NPA009688	Lymphostin						
neolymphostinol B	NC1=C(N=C2)C(C2=CC(C(CCO)=O)=N3)=C3C(NC(CC)=O)=C1	GYWWOSXLGZQGOQ-UHFFFAOYSA-N	BGC0001006	NPA015444	Neolymphostinol B						
lymphostinol	NC1=C(N=C2)C(C2=CC(C(CCO)=O)=N3)=C3C(NC(C)=O)=C1	JDAAFOFFPRLIAC-UHFFFAOYSA-N	BGC0001006	NPA000884	Lymphostinol						
neolymphostin B	NC1=C(N=C2)C(C2=CC(C(/C=C/OC)=O)=N3)=C3C(NC(CC)=O)=C1	OGZSTTCVCWTRRH-SNAWJCMRSA-N	BGC0001006	NPA018570	Neolymphostin B						
maduropeptin			BGC0001008			maduropeptin	COC1=C2C(=C(C=C1)[C@H](CC(=O)N3C[C@H]3/C/4=C/C#C[C@H](O2)[C@]5([C@H](CC=C5C#C4)O)O)O)Cl	102505401			
melithiazol	C[C@H]([C@H](/C=C/C1=CSC(=N1)C2CSC(=N2)C(=C)C)OC)/C(=C\C(=O)OC)/OC	ANGKCYLBHBLXFP-AXVMNCJNSA-N	BGC0001009	NPA008025	Melithiazol A						
Melithiazol A	C=C(C)C1=N[C@]([H])(C2=NC(/C=C/[C@H]([*])[C@H](/C(=C\[*])/[*])C)=CS2)CS1		BGC0001010	NPA008025	Melithiazol A						
meridamycin	CC\C1=C/C[C@H](OC(=O)C2CCCCN2C(=O)C(=O)[C@]2(O)O[C@@H](CC[C@H]2C)C[C@H](O)[C@H](C)[C@@H](O)C[C@@H](O)C[C@H](O)\C(C)=C/[C@@H](C)CC(C)[C@@H]1O)C(\C)=C\[C@@H](C)[C@@H](C)O	DGKUOWHAUIWQTM-XRWXWOGSSA-N	BGC0001011	NPA013430	Meridamycin						
micacocidin	OC1=C(C2=N[C@]([C@@]3([H])SC[C@]([C@@H](O)C(C)(C)C4=N[C@](C(O)=O)(C)CS4)([H])N3C)([H])CS2)C(CCCCC)=CC=C1	GGWOUCUSNYVHOC-QJKBBIFYSA-N	BGC0001014								
microcystin	C[C@H]1[C@@H](NC(=O)[C@@H](NC(=O)[C@H]([C@@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)C(=C)N(C(=O)CC[C@@H](NC1=O)C(=O)O)C)C)CC(C)C)C(=O)O)C)CCCN=C(N)N)/C=C/C(=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC)/C	ZYZCGGRZINLQBL-JCGNTXOTSA-N	BGC0001015								
microcystin LR	C[C@H]1[C@@H](NC(=O)[C@@H](NC(=O)[C@H]([C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)C(=C)N(C(=O)CC[C@@H](NC1=O)C(=O)O)C)C)CC(C)C)C(=O)O)C)CCCN=C(N)N)/C=C/C(=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC)/C	ZYZCGGRZINLQBL-GWRQVWKTSA-N	BGC0001017								
micropeptin K139	CCCCCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H]1[C@H](OC(=O)[C@@H](NC(=O)[C@@H](N(C(=O)[C@@H](N2C(CCC(C2=O)NC(=O)[C@@H](NC1=O)CCCN=C(N)N)O)[C@H](C)CC)C)CC3=CC=C(C=C3)O)[C@@H](C)CC)C	ROTFFYYCARWRHQ-NHLUBFEDSA-N	BGC0001018								
Microsclerodermin M	O=C([C@@H](O)[C@H](NC(C[C@@H](O)CNC(CNC([C@@H](CC1=CNC2=C1C=CC=C2)NC(CN(C(C3)=O)C)=O)=O)=O)=O)[C@H](O)[C@@H](O)C/C=C/C=C/C=C/C4=CC=CC=C4)N[C@H](C5)[C@@]3(O)NC5=O	QHVAQCHLFYOGDB-WMCSLGIDSA-N	BGC0001019	NPA008944	microsclerodermin M						
muraymycin	CC(C)C(C(C(=O)NCCCNC(C([C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC(=O)NC2=O)O)O)OC3[C@@H]([C@@H]([C@H](O3)CN)O)OC)C(=O)O)NC(=O)C(C4CCN=C(N4)N)NC(=O)NC(C(C)C)C(=O)O)O	GOFOFDWFFIGTML-ZABHZEPJSA-N	BGC0001020	NPA006302	Muraymycin C1						
mycobactin	C1CCN(C(=O)C(C1)NC(=O)CCOC(=O)C(CCCCCN(C=O)O)NC(=O)C2CO/C(=C\3/C=CC=CC3=O)/N2)O	NGQYHMUFXKSYFU-BWAHOGKJSA-N	BGC0001021								
myxalamid	C[C@@H](CO)NC(=O)/C(=C/C=C/C=C\C=C\C(=C\[C@@H](C)[C@H](/C(=C/C(C)C)/C)O)\C)/C	QQZJCNSHAVQKIC-DDKJXSSXSA-N	BGC0001022								
Myxochromide S1	CN(C1C(C)CC(=O)C(NC(=O)C(C)NC(=O)C(C)NC(=O)C(NC1=O)CC(C)C)CCC(=O)N)C(=O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C	CVUOWHVTXWZFIE-ZYJRTFNISA-N	BGC0001023	NPA001302	Myxochromide S1						
Myxothiazol	C(=C/C(C)C)\C=C\[C@H](C)C1=NC(C2=NC(/C=C/[C@H](OC)[C@H](/C(=C\C(N)=O)/OC)C)=CS2)=CS1	XKTFQMCPGMTBMD-FYHMSGCOSA-N	BGC0001024	NPA001854	Myxothiazol						
Myxovirescin A	C1C(CCC[C@@H](CC)C=CC=C(COC)CC[C@@H](O)[C@H](C[C@H](O)CNC(=O)[C@H](CCC)OC(=O)[C@@H](C)C[C@H](C)CCC1)O)=O	VQWNGCSUNKJFLW-WQJHWRAFSA-N	BGC0001025	NPA000423	Myxovirescin A1						
NG-391			BGC0001026	NPA004762	NG-391						
nocobactin NA			BGC0001027			nocobactin NA	CCCCCCCCCC(C(C)C(=O)NC1CCCCN(C1=O)O)OC(=O)C(CCCCN(C(=O)C)O)NC(=O)C2=C(OC(=C3C=CC=CC3=O)N2)C	102002485			
nostopeptolide A	CCCC(=O)N[C@@H](C(C)C)C(=O)N[C@H]1COC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC(=O)CC(=O)[C@@H](NC(=O)[C@@H]3C[C@@H](CN3C1=O)C)CC(C)C)CC(C)C)CC(=O)N)CC4=CC=C(C=C4)O	UEVIIAJOLZZKQH-PFARYBADSA-N	BGC0001028	NPA015196	Nostopeptolide A2						
Nostophycin			BGC0001029	NPA016836	Nostophycin						
ochratoxin A	C[C@@H]1CC2=C(C=C(C(=C2C(=O)O1)O)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)O)Cl	RWQKHEORZBHNRI-BMIGLBTASA-N	BGC0001030	NPA016066	Ochratoxin A						
oocydin A			BGC0001031			oocydin A	C/C/1=C/C/C=C(\CCC2CC(C(O2)C(/C=C(\C)/CC(=O)O)O)OC(=O)CC1OC(=O)C)/Cl	15978563			
paenilamicin			BGC0001033								
Pellasoren	CC/C=C(OC)/C(N[C@@H](C)/C=C(C)/C=C(C)/C=C/C[C@@H]([C@H]1OC([C@H](C)C[C@@H]1C)=O)C)=O	KJDLCCSAVYUQIT-NGFBJTOHSA-N	BGC0001034								
pneumocandin B0	CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@H]([C@H](NC(=O)[C@@H]2[C@H](CCN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]3C[C@H](CN3C(=O)[C@@H](NC1=O)[C@@H](C)O)O)[C@@H]([C@H](C4=CC=C(C=C4)O)O)O)[C@@H](CC(=O)N)O)O)O)O	DQXPFAADCTZLNL-ZESADUFFSA-N	BGC0001035	NPA013799	Pneumocandin B0						
pneumocandin A0	CCC(C)CC(C)CCCCCCCCC(=O)NC1C[C@@H]([C@H](NC(=O)[C@@H]2[C@H]([C@H](CN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]3C[C@H](CN3C(=O)[C@@H](NC1=O)[C@@H](C)O)O)C([C@@H](C4=CC=C(C=C4)O)O)O)[C@@H](CC(=O)N)O)C)O)O)O	DFQUSLQYURJBIT-ZTDAOEOCSA-N	BGC0001035	NPA001123	Pneumocandin A0						
polyoxypeptin			BGC0001036	NPA016176	Polyoxypeptin						
pseurotin	CC/C=C\[C@@H]([C@@H](C1=C(C(=O)[C@@]2(O1)[C@H]([C@@](NC2=O)(C(=O)C3=CC=CC=C3)OC)O)C)O)O	SLYDIPAXCVVRNY-UOWMTANKSA-N	BGC0001037	NPA003544	Pseurotin						
azaspirene	O[C@@H]([C@](N1)(O)CC2=CC=CC=C2)C3(OC(/C=C/C=C/CC)=C(C)C3=O)C1=O	QLKGRMRPKQNCRR-BBXHZBODSA-N	BGC0001037	NPA006799	Azaspirene						
pyralomicin 1a	CC1=CC(=C(C2=C1OC3=C(C2=O)C=C(N3[C@@H]4C=C([C@H]([C@@H]([C@H]4O)O)OC)CO)Cl)O)Cl	JPPZZIRKTBZEAJ-JLBIYAHBSA-N	BGC0001038	NPA013382	Pyralomicin 1a						
pyridomycin	CC/C(=C\1/C(=O)O[C@@H]([C@@H](C(=O)N[C@H]([C@@H]([C@H](C(=O)O1)C)O)CC2=CN=CC=C2)NC(=O)C3=C(C=CC=N3)O)C)/C	WHIKSLGSXKIHCA-QJJXMMRLSA-N	BGC0001039								
rapamycin	C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)O)C)/C)O)OC)C)C)/C)OC	QFJCIRLUMZQUOT-HPLJOQBZSA-N	BGC0001040	NPA000414	Rapamycin						
salinosporamide	C[C@]12[C@H](C(=O)N[C@]1(C(=O)O2)C([C@H]3CCCC=C3)O)CCCl	NGWSFRIPKNWYAO-BOZRLRFCSA-N	BGC0001041	NPA011013	Salinosporamide A						
sanglifehrin A	CC[C@H]1C[C@@H]([C@@]2([C@H]([C@H]([C@H]([C@@H](O2)C[C@@H]([C@@H](C)CC/C=C/C=C(\C)/[C@@H]3C/C=C/C=C/[C@@H]([C@@H]([C@H]([C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N4CCC[C@H](N4)C(=O)O3)CC5=CC(=CC=C5)O)C(C)C)CCC(=O)C)O)C)O)O)C)O)C)NC1=O)C	ONJZYZYZIKTIEG-CFBQITSMSA-N	BGC0001042	NPA014131	Sanglifehrin A						
SGR PTMs			BGC0001043								
sirodesmin	C[C@@H]1C(C(=O)[C@]2(O1)C[C@@H]3[C@]([C@@H]2OC(=O)C)(C[C@@]45N3C(=O)[C@@](S4)(N(C5=O)C)CO)O)(C)C	ITMLCHOGYDYPNT-OQIMMBKLSA-N	BGC0001044	NPA019656	Sirodesmin H						
Spiruchostatin A	C[C@@H]1C(=O)N[C@@H]2CSSCC/C=C\[C@H](CC(=O)N1)OC(=O)C[C@@H]([C@H](NC2=O)C(C)C)O	XFLBOEMFLGLWFF-KXTRVMKXSA-N	BGC0001045	NPA007276	Spiruchostatin A						
Streptolydigin	C[C@H]1[C@@H]2C=C[C@]3(CO3)[C@@](O2)(O[C@H]1[C@H](C)/C=C(\\C)/C=C/C(=O)C4=C(N([C@H](C4=O)[C@H](C)C(=O)NC)[C@@H]5CC[C@@H]([C@@H](O5)C)O)O)C	UEFVDAXLJNYMAZ-ONVRBHABSA-N	BGC0001046								
tallysomycin A	CC1C(C(C(C(O1)OC(C(C2=NC(=CS2)C3=NC(=CS3)C(=O)NCCCC(CC(=O)NCCCNCCCCN)N)O)NC(=O)C(C(C)O)NC(=O)CC(C(C)NC(=O)C(C(C4=CN=CN4)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)OC(=O)N)O)NC(=O)C7=C(C(=NC(=N7)C(CC(=O)N)NCC(C(=O)N)N)N)C)O)O)O)N	VUPBDWQPEOWRQP-UHFFFAOYSA-N	BGC0001048								
Tenellin			BGC0001049	NPA005743	Tenellin						
Thalassospiramide A			BGC0001050	NPA001933	Thalassospiramide A						
Thuggacin A	[C@@H]1(O)C=CC=CC[C@H](OC(=O)C(CCCCCC)=CC2N=C(SC=2)[C@H](C)[C@@H](O)C1)[C@H]([C@H](O)C(C(O)/C(=C/C(=C/C)/C)/C)C)O	CGUNOWXWUXNOPE-YOXIKSBGSA-N	BGC0001051	NPA009721	Thuggacin A						
tirandamycin	C[C@H]1[C@@H]2C(=O)[C@H]3[C@](O3)([C@@](O2)(O[C@@H]1[C@H](C)/C=C(\\C)/C=C/C(=O)C4=C(NCC4=O)O)C)C	QAJQBKCKMWVTHU-XLUDVLRBSA-N	BGC0001052								
tubulysin	CC[C@H](C)[C@@H](C(=O)N(COC(=O)CC(C)C)[C@H](C[C@H](C1=NC(=CS1)C(=O)N[C@@H](CC2=CC=C(C=C2)O)C[C@H](C)C(=O)O)OC(=O)C)C(C)C)NC(=O)[C@H]3CCCCN3C	IBEDDHUHZBDXGB-OEJISELMSA-N	BGC0001053	NPA016692	Tubulysin A						
Xenocoumacin 1	CC(C)CC(C1CC2=C(C(=CC=C2)O)C(=O)O1)NC(=O)C(C(C(CCCN=C(N)N)N)O)O	KJPBPENONKNTAB-UHFFFAOYSA-N	BGC0001054								
Xenocoumacin II	CC(C)CC(C1CC2=C(C(=CC=C2)O)C(=O)O1)NC(=O)C(C(C3CCCN3)O)O	GJFFPZMEAWWELD-UHFFFAOYSA-N	BGC0001054	NPA015250	Xenocoumacin II						
zeamine	CCCCCC(N)CCCCCCCC(N)CCCCCCCC(N)CCCCCCCC(N)CCCCCCCC(O)CCNC(CC(O)CC(O)C(N)C(C)C)=O	VLJURIPGVYZMCR-UHFFFAOYSA-N	BGC0001056	NPA009575	Zeamine						
zeamine I	CCCCCC(N)CCCCCCCC(N)CCCCCCCC(N)CCCCCCCC(N)CCCCCCCC(O)CCNC(CC(O)C(N)C(C)C)=O	UAOMSZIJNSGZFX-UHFFFAOYSA-N	BGC0001056								
zeamine II	CCCCCC(N)CCCCCCCC(N)CCCCCCCC(N)CCCCCCCC(N)CCCCCCCC(O)CCN	QVJLJUGKWQHFPM-UHFFFAOYSA-N	BGC0001056								
Prezeamine	CCCCCC(N)CCCCCCCC(N)CCCCCCCC(N)CCCCCCCC(N)CCCCCCCC(O)CCNC(CC(CC(O)C(C(C)C)NC(C(C1C)NC(C(NC(C(NC(C(NC(CC(C(O)=O)N)=O)CC2=CN=CN2)=O)CC(N1)=O)=O)CC(N)=O)=O)=O)O)=O	YSKPBPMQZLMBEW-UHFFFAOYSA-N	BGC0001056								
Prezeamine I	CCCCCC(N)CCCCCCCC(N)CCCCCCCC(N)CCCCCCCC(N)CCCCCCCC(O)CCNC(CC(O)C(C(C)C)NC(C(C1C)NC(C(NC(C(NC(C(NC(CC(C(O)=O)N)=O)CC2=CN=CN2)=O)CC(N1)=O)=O)CC(N)=O)=O)=O)=O	DZSJXBQAXBOADW-UHFFFAOYSA-N	BGC0001056								
zearalenone	C[C@H]1CCCC(=O)CCC/C=C/C2=CC(=CC(=C2C(=O)O1)O)O	MBMQEIFVQACCCH-QBODLPLBSA-N	BGC0001057								
zorbamycin	C[C@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)O[C@@H](C2=CN=CN2)[C@@H](C(=O)N[C@H](CCO)[C@H]([C@H](C)C(=O)N[C@H](C(=O)NCCC3=N[C@H](CS3)C4=NC(=CS4)C(=O)NCCC(=N)N)C(C)(C)O)O)NC(=O)C5=C(C(=NC(=N5)[C@H](CC(=O)N)NC[C@@H](C(=O)N)N)N)C)O[C@@H]6[C@H]([C@H]([C@@H]([C@H](O6)CO)O)OC(=O)N)O)O)O	UJKRUPHWCPAJIL-CPLCKGKLSA-N	BGC0001058	NPA008777	Zorbamycin						
zwittermycin A	C([C@@H]([C@@H](CO)N)O)[C@@H]([C@@H]([C@@H]([C@H](C(=O)N[C@@H](CNC(=O)N)C(=O)N)O)O)N)O	FYIPKJHNWFVEIR-FXQWNPMTSA-N	BGC0001059	NPA002819	Zwittermicin A						
dynemicin	CC1C(=C(C2C#C/C=C\C#CC3C14C2(O4)C5=CC(=C6C(=C5N3)C(=O)C7=C(C=CC(=C7C6=O)O)O)O)OC)C(=O)O	AFMYMMXSQGUCBK-ARJAWSKDSA-N	BGC0001060	NPA000412	Dynemicin A						
Polyketomycin	[H][C@@]1(CC[C@]([H])(O[C@H]2C[C@@](C)(O)[C@H](OC(=O)c3c(C)ccc(C)c3O)[C@H](C)O2)[C@@H](C)O1)O[C@@H]1C(=O)\C(=C(\C)O)C(=O)[C@@]2(O)C(=O)c3c(O)c4C(=O)C=C(OC)C(=O)c4c(C)c3C[C@@]12O	OWRCRVABZYJUES-FLJLGRLJSA-N	BGC0001061	NPA001096	Polyketomycin						
TLN-05220 			BGC0001062	NPA012697	TLN-05220						
undecylprodigiosin	CCCCCCCCCCCC1=CC=C(N1)/C=C\2/C(=C/C(=C/3\C=CC=N3)/N2)OC	ISFCPXILUVJVOC-KYGJEJSHSA-N	BGC0001063	NPA009372	Undecylprodigiosin						
Cylindrocyclophane D	OC1=C2C(O)=CC([C@H](OC(C)=O)[C@@H](C)CCCC[C@H](CCCC)C(C(O)=C3)=C(O)C=C3[C@H](OC(C)=O)[C@@H](C)CCCC[C@@H]2CCCC)=C1	ISFVAVZOVOHZSB-IUWWWGALSA-N	BGC0001064								
Cylindrocyclophane E	OC1=C2C(O)=CC([C@H](OC(C)=O)[C@@H](C)CCCC[C@H](CCCC)C(C(O)=C3)=C(O)C=C3C[C@@H](C)CCCC[C@@H]2CCCC)=C1	FVCCCELSDGJJMK-QYBUPKPRSA-N	BGC0001064								
Cylindrocyclophane F	OC1=C2C(O)=CC(C[C@@H](C)CCCC[C@H](CCCC)C(C(O)=C3)=C(O)C=C3C[C@@H](C)CCCC[C@@H]2CCCC)=C1	AAGAYZNADYXWIQ-ATACATFBSA-N	BGC0001064								
herboxidiene	C[C@H]1CC[C@@H](O[C@@H]1/C(=C/C=C/[C@@H](C)C[C@@]2([C@H](O2)[C@H](C)[C@H]([C@@H](C)O)OC)C)/C)CC(=O)O	ISZXEMUWHQLLTC-LSIVYLFASA-N	BGC0001065	NPA006425	Herboxidiene						
Kendomycin	C[C@H]\1CC[C@@H]2[C@@H]([C@@H]([C@H]([C@@H](O2)C3=C(C(=O)C(=C4C3=C[C@@](O4)([C@H](C[C@@H](C/C(=C1)/C)C)C)O)C)O)C)O)C	HKLDUJXJTQJSEJ-OLXNOMCWSA-N	BGC0001066	NPA007727	Kendomycin						
fumagillin	CC(=CC[C@@H]1[C@@](O1)(C)[C@H]2[C@@H]([C@@H](CC[C@]23CO3)OC(=O)/C=C/C=C/C=C/C=C/C(=O)O)OC)C	NGGMYCMLYOUNGM-CSDLUJIJSA-N	BGC0001067	NPA010119	Fumagillin						
beta-trans-bergamotene	CC(=CCC[C@@]1([C@H]2CCC(=C)[C@@H]1C2)C)C	DGZBGCMPRYFWFF-SOUVJXGZSA-N	BGC0001067								
fumagillol	CC(=CC[C@@H]1[C@@](O1)(C)[C@H]2[C@@H]([C@@H](CC[C@]23CO3)O)OC)C	CEVCTNCUIVEQOY-JQOWZUPLSA-N	BGC0001067								
pyripyropene A	CC(=O)OCC1(C(CCC2(C1C=C(C3(C2C(=C4C(=CC(OC4=O)C5=CN=CC=C5)O3)O)C)OC(=O)C)C)OC(=O)C)C	APXYGOOSELMEEZ-UHFFFAOYSA-N	BGC0001068	NPA007480	Pyripyropene A						
Chivosazol	O(C)C1C(C2OC=C(C=CC=CC(C(C)C=C(C)C=CC=CC=CC(=O)OC(C(C)C(CC(C)O)O)C(C)C=CC=CC=CC(O)C1)OC1O[C@H](C)[C@@H](O)[C@H](OC)[C@H]1OC)N=2)C	OVMUGRSUGHRYEC-YJDGWRMISA-N	BGC0001069	NPA015768	Chivosazol						
kirromycin	CC[C@H](C(=O)NC/C=C/C=C(\C)/[C@H]([C@@H](C)[C@H]1[C@H]([C@H]([C@H](O1)/C=C/C=C/C=C(\C)/C(=C\2/C(=O)C=CNC2=O)/O)O)O)OC)[C@@]3([C@@H]([C@@H](C([C@@H](O3)/C=C/C=C\C)(C)C)O)O)O	LWXUPCAADQWXRE-YLZUAJTMSA-N	BGC0001070								
nosperin	C[C@@H]1[C@H](C)C(C[C@@]([C@H](O)C(N/C=C/C(CO)[C@@H](O)C(C)C(N2CCC[C@H]2[C@H](O)CC(N)=O)=O)=O)(OC)O1)=C	AYSMYLUVPGMSKV-PLXAKVCMSA-N	BGC0001071								
Simocyclinone D8	C[C@@H]1[C@H]([C@@H](C[C@@H](O1)C2=C(C3=C(C=C2)C(=O)[C@]45[C@]([C@@H]3O)(O4)[C@H](C[C@]6([C@@]5(C(=O)C=C(C6)C)O)O)O)O)OC(=O)/C=C/C=C/C=C/C=C/C(=O)NC7=C(C8=C(C(=C(C=C8)O)Cl)OC7=O)O)OC(=O)C	PLEGMCYXNQPJNV-JIEXBSPMSA-N	BGC0001072	NPA008898	Simocyclinone D8						
kosinostatin			BGC0001073			kosinostatin	C[C@H]1[C@@]([C@@H](C[C@@H](O1)O[C@@H]2C3=C([C@@H]4C[C@]2(OC45C=C6CCN=C6N5)C)C(=C7C(=C3)C(=O)C8=C(C7=O)C=CC=C8O)O)O)(C(=O)C)O	102302126			
cosmomycin D	CCC1(C(C2=C(C3=C(C(=C2C(O1)OC4CC(C(C(O4)C)OC5CC(C(C(O5)C)OC6CCC(C(O6)C)O)O)N(C)C)O)C(=O)C7=C(C3=O)C=CC=C7O)O)CC8CC(C(C(O8)C)OC9CC(C(C(O9)C)OC1CCC(C(O1)C)O)O)N(C)C)O	OFMBTYXTQRCWOF-UHFFFAOYSA-N	BGC0001074	NPA001627	Cosmomycin D						
aurachin RE	CC1=C(C(=O)C2=CC=CC=C2N1O)C/C=C(\C)/CC/C=C(\C)/CC(C=C(C)C)O	CHMBGHGLJJOOSO-VAKGXLRMSA-N	BGC0001075	NPA000904	Aurachin RE						
Liposidomycin B	O=S([O-])(O[C@H]([C@@H]([C@H](O1)CN)O)[C@@H]1O[C@@H]([C@@H]2N(C[C@@H]([C@H](N(C2=O)C)C(O)=O)OC(C[C@@H](OC(C[C@@H](CC(O)=O)C)=O)CCCCCCCCCC(C)C)=O)C)[C@@H](O[C@H]3N(C(N4)=O)C=CC4=O)[C@H]([C@H]3O)O)=O	QZHASYMDPHJGDF-RMQVJLFUSA-M	BGC0001076								
Liposidomycin A	O=S([O-])(O[C@H]([C@@H]([C@H](O1)CN)O)[C@@H]1O[C@@H]([C@@H]2N(C[C@@H]([C@H](N(C2=O)C)C(O)=O)OC(C[C@@H](OC(C[C@@H](CC(O)=O)C)=O)CCCC/C=C\C/C=C\CCCCC)=O)C)[C@@H](O[C@H]3N(C(N4)=O)C=CC4=O)[C@H]([C@H]3O)O)=O	CECOMSKOZBPKEF-APEHAKESSA-M	BGC0001076	NPA017888	Liposidomycin A						
Liposidomycin C	O=S([O-])(O[C@H]([C@@H]([C@H](O1)CN)O)[C@@H]1O[C@@H]([C@@H]2N(C[C@@H]([C@H](N(C2=O)C)C(O)=O)OC(C[C@@H](OC(C[C@@H](CC(O)=O)C)=O)CCCCCCCCCCCC)=O)C)[C@@H](O[C@H]3N(C(N4)=O)C=CC4=O)[C@H]([C@H]3O)O)=O	RDQGGAPFSATKIG-RMQVJLFUSA-M	BGC0001076								
Liposidomycin Z	O=S([O-])(O[C@H]([C@@H]([C@H](O1)CN)O)[C@@H]1O[C@@H]([C@@H]2N(C[C@@H]([C@H](N(C2=O)C)C(O)=O)OC(C[C@@H](OC(C[C@@H](CC(O)=O)C)=O)CC/C=C\CCCCCCCC)=O)C)[C@@H](O[C@H]3N(C(N4)=O)C=CC4=O)[C@H]([C@H]3O)O)=O	ZRKWSOMDKFAQDG-HDZSIYEWSA-M	BGC0001076								
Liposidomycin H	O=S([O-])(O[C@H]([C@@H]([C@H](O1)CN)O)[C@@H]1O[C@@H]([C@@H]2N(C[C@@H]([C@H](N(C2=O)C)C(O)=O)OC(C[C@@H](OC(C[C@@H](CC(O)=O)C)=O)CC/C=C\CCCCCCCC)=O)C)[C@@H](O[C@H]3N(C(N4)=O)C=CC4=O)[C@H]([C@H]3O)O)=O	ZRKWSOMDKFAQDG-HDZSIYEWSA-M	BGC0001076								
